space,,,,,,,,,,,,
addAccused,23,John,Henry,12/10/1992,5067Kiryat Shmuel,+1-551-454-0774x39446,robert82@gmail.com,F,Mental health nurse,,,
addAccused,24,Jenny,Walker,8/9/2008,59928Ramat HaNasi,(786)667-5699x0542,nicole99@gmail.com,M,Chartered loss adjuster,,,
addAccused,25,Sharon,Brooks,30/10/1985,32387 Martin Court,001-183-214-9882x05975,huffmanmark@hotmail.com,M,Broadcast presenter,,,
addJudge,26,Christopher,Huber,15/05/1959,32387 Martin Court Suite 700,442.446.3755,volson@gmail.com,M,traffic,2817,89674.32,8
addJudge,27,Gregory,Lawson,7/3/1976,769 Kiara Alley,775-219-0960x175,rebecca19@gmail.com,M,traffic,8336,102053.61,31
addJudge,28,Charles,Smith,14/06/1959,572 Joshua Valley,221-920-2496,cruzdanny@thomas.com,M,medicalMalpractice,7976,53482.49,5
addJudge,29,Ashley,Grant,24/09/1963,8961German Colony,200-880-4556,ckennedy@gibson-cole.org,M,criminal,8873,74192.73,35
addJudge,30,John,Keith,19/03/1966,6104 Hadar,001-117-205-8903x3310,kortiz@patton-cole.com,M,realEstate,1863,106419.13,33
addJudge,31,William,Morse,13/10/1987,623Carmel Center,+1-136-178-8310x2701,sarahflores@allison.info,M,contractLaw,7581,66279.14,16
addJudge,32,Jessica,Walker,21/01/1988,289  German Colony,001-648-191-0121x02462,fsalazar@yahoo.com,F,traffic,2179,83453.65,21
addJudge,33,Peter,Collins,23/04/1967,662Downtown Haifa,+1-499-236-8065x035,roy72@yahoo.com,M,traffic,7413,97059.11,33
addJudge,34,Rachel,Morgan,21/07/1955,690Kiryat Eliezer,001-842-553-1706,qcastaneda@yahoo.com,F,copyright,2841,112219.65,15
addJudge,35,Jesus,Garcia,10/4/1962,18469Neve Sha'anan,(072)766-9560,michaelgrant@gmail.com,F,contractLaw,2675,111234.36,19
addJudge,36,Adam,King,14/11/1964,5067Kiryat Shmuel,+1-636-727-1962x22806,bgay@mcclure-molina.com,F,medicalMalpractice,7753,102697.38,31
addJudge,37,David,Fuller,17/12/1977,59928Ramat HaNasi,(722)460-7062x923,paulflores@gmail.com,M,traffic,3640,106358.46,30
addJudge,38,Nicole,Gill,27/04/1983,32387 Martin Court Suite 700,777.555.8001x0842,dwilliams@hotmail.com,M,contractLaw,6712,78302.6,29
addJudge,39,Holly,Carlson,22/01/1988,769 Kiara Alley,948-706-0612x0013,charles13@riley.com,M,criminal,6464,119244.94,9
addJudge,40,Abigail,Barrett,10/4/1958,572 Joshua Valley,249-674-4878x6289,howelljessica@campbell.com,M,damages,6132,52437.74,33
addJudge,41,Kristina,Ramirez,4/2/1994,8961German Colony,+1-808-380-1922x47461,stevenschneider@hughes-livingston.com,F,family,3285,101847.08,18
addJudge,42,Andrew,Rodriguez,29/03/1991,6104 Hadar,118-515-3385x70582,gdixon@gmail.com,F,realEstate,9018,82869.46,17
addJudge,30,Cynthia,Kelly,12/7/1991,623Carmel Center,(207)410-4783,crystalwelch@hotmail.com,F,copyright,5487,118739.02,13
addJudge,44,Douglas,Fox,27/05/1975,289  German Colony,978.618.0028x4852,mirandacarol@tyler-ball.com,M,family,7633,114564.01,31
addJudge,45,Kevin,Trevino,19/03/1989,662Downtown Haifa,(248)601-5796x86554,crichards@marshall-shepard.info,M,damages,9151,67405.09,6
addJudge,46,Robert,Taylor,19/02/1966,690Kiryat Eliezer,(432)832-7678,brian29@burns.com,M,family,3850,64826.03,14
addJudge,27,Jeffrey,Frey,06/05/2028,18469Neve Sha'anan,6159507851,earl83@scott.biz,F,realEstate,2883,97098.46,10
addJudge,48,Joseph,Wagner,8/3/1986,5067Kiryat Shmuel,310.518.5041x3902,changkevin@smith-brock.biz,M,family,5515,96865.76,17
addJudge,49,Sara,Prince,7/12/1963,59928Ramat HaNasi,(626)062-7335,dana43@hotmail.com,F,traffic,5521,85355.26,33
addJudge,50,Steven,Austin,7/7/1960,32387 Martin Court,(306)979-9573x07191,icherry@gmail.com,F,traffic,3496,102759,11
addEmployee,51,Ashley,Hamilton,3/4/1992,32387 Martin Court Suite 700,498-497-4516x708,davidmurphy@thompson.com,F,18/12/2023,47262.13,Security,
addEmployee,52,Edward,Moore,22/11/1995,769 Kiara Alley,+1-104-373-4277x77252,pamelamartinez@hotmail.com,F,4/5/2021,79809.21,HR,
addEmployee,53,Janet,Simpson,15/08/1972,572 Joshua Valley,346-343-4667,clarkronald@gmail.com,F,11/10/2023,45469.65,Assistance,
addEmployee,54,Brent,Cross,31/07/1999,8961German Colony,682.329.5820x8780,davidlandry@reyes.com,F,14/07/2020,59430.21,HR,
addEmployee,55,Andrew,Osborn,30/01/1998,6104 Hadar,448.992.2013x92096,tbryant@lewis-johnson.com,M,27/07/2024,44478.64,Security,
addEmployee,56,Michael,Madden,13/11/1994,623Carmel Center,(933)677-6631,johnreeves@williams.com,F,29/09/2023,62991.06,Manager,
addEmployee,57,Elizabeth,Jordan,18/09/1989,289  German Colony,-3194,jennifer65@gmail.com,F,16/08/2021,38761.27,HR,
addEmployee,58,Michelle,Sloan,7/12/1991,662Downtown Haifa,058.001.5385x921,bmartinez@yahoo.com,F,18/03/2021,85317.2,Assistance,
addEmployee,59,Laura,Flores,9/8/1975,690Kiryat Eliezer,+1-052-437-5572x45733,jenniferbrown@hotmail.com,F,1/7/2023,33097.37,HR,
addEmployee,60,Courtney,Collins,17/01/2004,18469Neve Sha'anan,+1-095-646-6233x8788,victor86@hotmail.com,M,4/7/2021,72508,HR,
addEmployee,61,Alfred,Davis,29/10/2002,5067Kiryat Shmuel,(035)643-8235,richardsonrobert@gmail.com,M,29/07/2024,38162.88,Security,
addEmployee,62,Mary,Harris,29/01/2001,59928Ramat HaNasi,(319)750-4856x93070,jamie06@gonzalez.com,M,10/11/2021,87165.48,Security,
addEmployee,63,Michael,Thomas,9/7/1976,32387 Martin Court Suite 700,+1-003-197-4245x9022,paynedanielle@pierce.net,F,4/1/2023,71860.83,Assistance,
addEmployee,64,Manuel,Suarez,30/09/1994,769 Kiara Alley,297-182-4805x286,katherine35@yahoo.com,M,8/7/2020,88905.76,Assistance,
addEmployee,51,William,Delacruz,23/08/1975,572 Joshua Valley,+1-966-502-0877x55425,wolfeglenn@craig-gentry.com,F,22/02/2020,64402.75,Security,
addEmployee,66,Daniel,Williams,25/09/1976,8961German Colony,374-469-3796x5339,moorecarlos@hotmail.com,M,10/4/2020,54941.42,HR,
addEmployee,67,David,Wright,21/06/1997,6104 Hadar,001-620-931-1419x4156,kevin57@gmail.com,M,25/04/2020,51379.57,Assistance,
addEmployee,68,Stephanie,Haynes,15/05/1987,623Carmel Center,769.619.2540x2089,zlee@williams.com,F,29/04/2021,71095.44,HR,
addEmployee,69,Anna,Miller,26/12/1983,289  German Colony,(825)356-1926x439,jeffrey75@yahoo.com,M,1/8/2021,82465.78,Manager,
addEmployee,70,Karen,Smith,11/3/1988,662Downtown Haifa,642.878.4465,jason43@williams.com,M,12/3/2024,74904.97,Security,
addEmployee,71,Robert,Woods,14/06/1983,690Kiryat Eliezer,3367831765,david43@gmail.com,F,12/9/2023,64697.34,HR,
addEmployee,72,Eric,Guzman,2/5/2001,18469Neve Sha'anan,172.277.1607,ashleymarshall@yahoo.com,M,21/07/2024,35956.37,Manager,
addEmployee,73,Jonathan,Smith,16/02/1996,5067Kiryat Shmuel,+1-808-784-1063x25701,arnoldlynn@yahoo.com,M,27/10/2023,62959.03,Manager,
addEmployee,74,Ashley,Maxwell,1/6/1985,59928Ramat HaNasi,001-692-859-1770x0802,wcook@gmail.com,F,7/6/2021,68220.92,Assistance,
addEmployee,52,Jessica,Jackson,8/2/1993,32387 Martin Court,080.761.3300x001,tyrone86@gmail.com,M,20/03/2021,68369.1,Manager,
addLawyer,76,Sabrina,Sanders,10/12/1975,769 Kiara Alley,8348109390,christopher23@stout-reyes.com,F,copyright,1760,86600.27,
addLawyer,77,Traci,Douglas,11/3/1997,572 Joshua Valley,740-774-6583x805,kylethomas@cross-ford.com,F,realEstate,2493,75587.19,
addLawyer,78,Ashley,Castillo,11/12/1995,8961German Colony,001.350.0916,elizabethpeterson@ochoa.org,M,copyright,5311,122684.77,
addLawyer,79,Melissa,Velazquez,20/07/1988,6104 Hadar,+1-270-591-5446x6241,johnlawson@chandler.com,M,family,8537,101051.46,
addLawyer,80,Brandon,Huynh,12/5/1964,623Carmel Center,896.148.0354,hstevens@gmail.com,M,traffic,1303,149710.92,
addLawyer,81,Cynthia,Byrd,30/04/1998,289  German Colony,641.306.7539x6346,leenathaniel@gmail.com,F,traffic,7660,56227.84,
addLawyer,82,Matthew,Sanford,19/02/1993,662Downtown Haifa,(811)559-3041,vincenttrevino@williams.com,F,damages,8332,123685.76,
addLawyer,83,Holly,Burns,16/07/1993,690Kiryat Eliezer,(538)288-2639x33846,kristenstevenson@gmail.com,F,damages,2232,79938.32,
addLawyer,84,Gail,French,18/02/1984,18469Neve Sha'anan,857242074,rgarcia@yahoo.com,F,damages,9299,108841.26,
addLawyer,85,Jessica,Hayes,5/4/1990,5067Kiryat Shmuel,892-750-2142,patrickchristine@kerr.com,M,copyright,3797,121103.8,
addLawyer,86,Maria,Fahoum,30/11/1979,59928Ramat HaNasi,884.411.2149x91607,joshuamcdowell@wood-johnson.com,F,family,8242,141800.91,
addLawyer,87,Pamela,Bailey,5/10/1973,32387 Martin Court Suite 700,001-894-653-9301x42576,keithnash@beasley.com,F,realEstate,9619,140388.22,
addLawyer,88,Jennifer,Kelly,16/11/1973,769 Kiara Alley,143-155-5116x921,acollins@hotmail.com,M,criminal,9310,60626.4,
addLawyer,89,Meghan,Mclean,7/3/1965,572 Joshua Valley,7597137728,hward@yahoo.com,M,medicalMalpractice,3329,97032.16,
addLawyer,90,Cristina,Lee,30/08/1967,8961German Colony,(646)332-5469,katherinebaker@beltran.com,M,family,8743,95867.88,
addLawyer,91,Erin,Jones,14/10/1972,6104 Hadar,001-970-209-7804x628,qsmith@gmail.com,F,traffic,2073,68688.02,
addLawyer,92,William,Lee,16/01/1974,623Carmel Center,558.839.7596,marksmichael@serrano-wilson.com,M,realEstate,9739,136707.82,
addLawyer,93,Lauren,Burton,8/6/1985,289  German Colony,(743)783-6397x379,melodygallagher@morse-sanders.com,F,damages,8454,91711.66,
addLawyer,94,Debbie,Brown,10/4/1969,662Downtown Haifa,846.723.9673x29834,brownjames@haney-johnston.biz,M,contractLaw,6409,146399.38,
addLawyer,76,Kathy,Nichols,27/04/1979,690Kiryat Eliezer,602.376.7991x45664,epadilla@hotmail.com,F,medicalMalpractice,5872,50621.28,
addLawyer,96,Michael,Robinson,2/4/1997,18469Neve Sha'anan,886.360.5888x297,mbennett@pierce.info,M,damages,8151,140162.34,
addLawyer,97,Jessica,Williams,1/8/1992,5067Kiryat Shmuel,(934)314-3641x74325,gmatthews@schwartz.com,M,realEstate,6076,74302.61,
addLawyer,98,Chad,Robinson,18/04/1993,59928Ramat HaNasi,001-598-516-9434x940,scottherrera@yahoo.com,M,contractLaw,3226,114067.85,
addLawyer,86,Ryan,Yu,20/07/2026,53225 David Gardens,(506)894-4148,wrios@smith.org,M,realEstate,6032,139308.48,
addDepartment,100,Corporate Law Department,51,9064 Carr Route,copyright,,rochasara@king.info,F,damages,6479,108539.3,
addDepartment,101,Family Law Department,52,0574 Hill Hollow Apt. 280,damages,,,,,,,
addDepartment,102,Criminal Justice Department,53,750 Wilkins Ville,medicalMalpractice,,,,,,,
addDepartment,103,Real Estate Department,54,0698 Clark Haven,copyright,,,,,,,
addDepartment,104,Corporate Law Department,55,0597 Jacob Bridge Apt. 598,family,,,,,,,
addDepartment,105,Criminal Justice Department,56,30239 Carson Bypass Suite 147,criminal,,,,,,,
addDepartment,106,Criminal Justice Department,57,637 Nelson Road Suite 848,medicalMalpractice,,,,,,,
addDepartment,107,Criminal Justice Department,58,960 Sherri Course Suite 901,realEstate,,,,,,,
addDepartment,108,Civil Rights Department,59,2181 Joseph Field,copyright,,,,,,,
addDepartment,109,Real Estate Department,60,89044 Shaw Square Suite 976,realEstate,,,,,,,
addJudgeToDepartment,26,100,,,,,,,,,,
addJudgeToDepartment,27,101,,,,,,,,,,
addJudgeToDepartment,28,102,,,,,,,,,,
addJudgeToDepartment,29,103,,,,,,,,,,
addJudgeToDepartment,30,104,,,,,,,,,,
addJudgeToDepartment,31,105,,,,,,,,,,
addJudgeToDepartment,32,106,,,,,,,,,,
addJudgeToDepartment,33,107,,,,,,,,,,
addJudgeToDepartment,34,108,,,,,,,,,,
addJudgeToDepartment,35,109,,,,,,,,,,
addJudgeToDepartment,36,100,,,,,,,,,,
addJudgeToDepartment,37,101,,,,,,,,,,
addJudgeToDepartment,38,102,,,,,,,,,,
addJudgeToDepartment,39,103,,,,,,,,,,
addJudgeToDepartment,40,100,,,,,,,,,,
addJudgeToDepartment,41,101,,,,,,,,,,
addJudgeToDepartment,42,102,,,,,,,,,,
addJudgeToDepartment,43,107,,,,,,,,,,
addJudgeToDepartment,44,108,,,,,,,,,,
addJudgeToDepartment,45,109,,,,,,,,,,
addJudgeToDepartment,46,100,,,,,,,,,,
addJudgeToDepartment,47,101,,,,,,,,,,
addJudgeToDepartment,48,102,,,,,,,,,,
addJudgeToDepartment,49,103,,,,,,,,,,
addJudgeToDepartment,50,104,,,,,,,,,,
addJudgeToDepartment,37,105,,,,,,,,,,
addLawyerToDepartment,76,106,,,,,,,,,,
addLawyerToDepartment,77,107,,,,,,,,,,
addLawyerToDepartment,78,108,,,,,,,,,,
addLawyerToDepartment,79,109,,,,,,,,,,
addLawyerToDepartment,80,100,,,,,,,,,,
addLawyerToDepartment,81,101,,,,,,,,,,
addLawyerToDepartment,82,102,,,,,,,,,,
addLawyerToDepartment,83,103,,,,,,,,,,
addLawyerToDepartment,84,104,,,,,,,,,,
addLawyerToDepartment,85,105,,,,,,,,,,
addLawyerToDepartment,86,106,,,,,,,,,,
addLawyerToDepartment,87,107,,,,,,,,,,
addLawyerToDepartment,88,108,,,,,,,,,,
addLawyerToDepartment,89,109,,,,,,,,,,
addLawyerToDepartment,90,200,,,,,,,,,,
addLawyerToDepartment,91,101,,,,,,,,,,
addLawyerToDepartment,92,102,,,,,,,,,,
addLawyerToDepartment,93,103,,,,,,,,,,
addLawyerToDepartment,94,104,,,,,,,,,,
addLawyerToDepartment,95,105,,,,,,,,,,
addLawyerToDepartment,96,106,,,,,,,,,,
addLawyerToDepartment,97,107,,,,,,,,,,
addLawyerToDepartment,98,108,,,,,,,,,,
addLawyerToDepartment,90,100,,,,,,,,,,
addEmployeeToDepartment,51,100,,,,,,,,,,
addEmployeeToDepartment,52,101,,,,,,,,,,
addEmployeeToDepartment,53,102,,,,,,,,,,
addEmployeeToDepartment,54,103,,,,,,,,,,
addEmployeeToDepartment,55,104,,,,,,,,,,
addEmployeeToDepartment,56,105,,,,,,,,,,
addEmployeeToDepartment,57,106,,,,,,,,,,
addEmployeeToDepartment,58,107,,,,,,,,,,
addEmployeeToDepartment,59,108,,,,,,,,,,
addEmployeeToDepartment,60,109,,,,,,,,,,
addEmployeeToDepartment,61,100,,,,,,,,,,
addEmployeeToDepartment,62,101,,,,,,,,,,
addEmployeeToDepartment,63,102,,,,,,,,,,
addEmployeeToDepartment,64,103,,,,,,,,,,
addEmployeeToDepartment,65,104,,,,,,,,,,
addEmployeeToDepartment,66,105,,,,,,,,,,
addEmployeeToDepartment,67,106,,,,,,,,,,
addEmployeeToDepartment,68,107,,,,,,,,,,
addEmployeeToDepartment,69,108,,,,,,,,,,
addEmployeeToDepartment,70,109,,,,,,,,,,
addEmployeeToDepartment,71,100,,,,,,,,,,
addEmployeeToDepartment,72,101,,,,,,,,,,
addEmployeeToDepartment,73,102,,,,,,,,,,
addEmployeeToDepartment,74,103,,,,,,,,,,
addEmployeeToDepartment,75,104,,,,,,,,,,
addEmployeeToDepartment,51,105,,,,,,,,,,
addEmployeeToDepartment,52,106,,,,,,,,,,
addEmployeeToDepartment,53,107,,,,,,,,,,
addEmployeeToDepartment,54,108,,,,,,,,,,
addEmployeeToDepartment,55,109,,,,,,,,,,
addEmployeeToDepartment,56,100,,,,,,,,,,
addEmployeeToDepartment,57,101,,,,,,,,,,
addEmployeeToDepartment,58,102,,,,,,,,,,
addEmployeeToDepartment,59,103,,,,,,,,,,
addEmployeeToDepartment,60,104,,,,,,,,,,
addEmployeeToDepartment,61,105,,,,,,,,,,
addEmployeeToDepartment,62,106,,,,,,,,,,
addEmployeeToDepartment,51,107,,,,,,,,,,
addEmployeeToDepartment,52,108,,,,,,,,,,
addEmployeeToDepartment,53,109,,,,,,,,,,
addEmployeeToDepartment,54,100,,,,,,,,,,
addEmployeeToDepartment,55,101,,,,,,,,,,
addEmployeeToDepartment,56,102,,,,,,,,,,
addEmployeeToDepartment,57,103,,,,,,,,,,
addEmployeeToDepartment,58,104,,,,,,,,,,
addEmployeeToDepartment,59,105,,,,,,,,,,
addEmployeeToDepartment,60,106,,,,,,,,,,
addEmployeeToDepartment,61,107,,,,,,,,,,
addEmployeeToDepartment,62,108,,,,,,,,,,
addEmployeeToDepartment,63,109,,,,,,,,,,
addEmployeeToDepartment,64,100,,,,,,,,,,
addEmployeeToDepartment,65,101,,,,,,,,,,
addEmployeeToDepartment,66,102,,,,,,,,,,
addEmployeeToDepartment,67,103,,,,,,,,,,
addEmployeeToDepartment,68,104,,,,,,,,,,
addEmployeeToDepartment,69,105,,,,,,,,,,
addEmployeeToDepartment,51,106,,,,,,,,,,
addEmployeeToDepartment,52,107,,,,,,,,,,
addEmployeeToDepartment,53,108,,,,,,,,,,
addEmployeeToDepartment,54,109,,,,,,,,,,
addEmployeeToDepartment,55,100,,,,,,,,,,
addEmployeeToDepartment,56,101,,,,,,,,,,
addEmployeeToDepartment,57,102,,,,,,,,,,
addEmployeeToDepartment,58,103,,,,,,,,,,
addEmployeeToDepartment,59,104,,,,,,,,,,
addEmployeeToDepartment,60,105,,,,,,,,,,
addEmployeeToDepartment,61,106,,,,,,,,,,
addEmployeeToDepartment,62,107,,,,,,,,,,
addEmployeeToDepartment,63,108,,,,,,,,,,
addEmployeeToDepartment,64,109,,,,,,,,,,
addEmployeeToDepartment,65,100,,,,,,,,,,
addEmployeeToDepartment,66,101,,,,,,,,,,
addEmployeeToDepartment,67,102,,,,,,,,,,
addEmployeeToDepartment,68,103,,,,,,,,,,
addEmployeeToDepartment,69,104,,,,,,,,,,
addEmployeeToDepartment,70,105,,,,,,,,,,
addEmployeeToDepartment,71,106,,,,,,,,,,
addEmployeeToDepartment,72,107,,,,,,,,,,
addEmployeeToDepartment,73,108,,,,,,,,,,
addEmployeeToDepartment,74,109,,,,,,,,,,
addEmployeeToDepartment,75,100,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
addWitness,520,James,Williams,6/11/2001,Bianca Port,(411)501-7193x8940,rodgersbetty@yahoo.com,F,,,,
addWitness,521,Sophia,Brown,20/10/1997,Maple Street,(411)522-3142,sophia.brown@gmail.com,F,,,,
addWitness,522,Liam,Johnson,27/01/1990,Oak Avenue,(411)533-2214,liam.johnson@hotmail.com,M,,,,
addWitness,523,Emma,Jones,19/10/1971,Pine Blvd,(411)544-1125,emma.jones@outlook.com,F,,,,
addWitness,524,Noah,Smith,24/06/1994,Elm Road,(411)555-6789,noah.smith@gmail.com,M,,,,
addWitness,525,Olivia,Davis,13/01/1964,Cedar Lane,(411)566-9012,olivia.davis@yahoo.com,F,,,,
addWitness,526,William,Miller,6/11/2001,Willow Path,(411)577-8890,william.miller@hotmail.com,M,,,,
addWitness,527,Ava,Garcia,10/9/1987,Birch Close,(411)588-7741,ava.garcia@outlook.com,F,,,,
addWitness,528,Mason,Martinez,8/11/2002,Spruce Drive,(411)599-6622,mason.martinez@gmail.com,M,,,,
addWitness,529,Isabella,Taylor,20/12/1987, Aspen Circle,(411)500-4511,isabella.taylor@yahoo.com,F,,,,
addFinancialCase,5,21/11/2023,inProcess,damages,76,10000,Transaction records,,,,,
addFinancialCase,2,21/04/2020,finished,realEstate,77,25000.5,Contract agreement,,,,,
addFinancialCase,3,18/03/2023,canceled,damages,78,0,None,,,,,
addFinancialCase,23,19/06/2022,inProcess,realEstate,79,15000.75,Audit files,,,,,
addFinancialCase,5,31/07/2024,finished,medicalMalpractice,80,5000.25,Policy documents,,,,,
addCriminalCase,24,27/02/2021,inProcess,criminal,76,520,Public park,Knife,,,,
addCriminalCase,25,10/03/2024,finished,traffic,77,521,Public park,Crowbar,,,,
addCriminalCase,8,14/02/2021,canceled,criminal,78,522,Abandoned warehouse,Hammer,,,,
addCriminalCase,9,23/01/2023,inProcess,criminal,79,523,Public park,Knife,,,,
addCriminalCase,10,04/12/2023,finished,criminal,80,524,Highway roadside,Hammer,,,,
addFamilyCase,15,12/11/2020,inProcess,criminal,76,525,Sibling ,,,,,
addFamilyCase,16,08/05/2023,finished,family,77,526,Spouses ,,,,,
addFamilyCase,17,24/07/2023,canceled,family,78,527,Parent ,,,,,
addFamilyCase,18,27/07/2023,inProcess,family,79,528,Spouses ,,,,,
addFamilyCase,20,24/08/2020,finished,family,80,529,Sibling ,,,,,
addCourtroom ,1000,100,,,,,,,,,,
addCourtroom,1001,101,,,,,,,,,,
addCourtroom,1002,102,,,,,,,,,,
addCourtroom,1003,103,,,,,,,,,,
addCourtroom,1004,104,,,,,,,,,,
addCourtroom,1005,105,,,,,,,,,,
addCourtroom,1006,106,,,,,,,,,,
addCourtroom,1007,107,,,,,,,,,,
addCourtroom,1008,108,,,,,,,,,,
addCourtroom,1009,109,,,,,,,,,,
addCourtroom,1010,100,,,,,,,,,,
addCourtroom,1011,101,,,,,,,,,,
addCourtroom,1012,102,,,,,,,,,,
addCourtroom,1013,103,,,,,,,,,,
addCourtroom,1014,104,,,,,,,,,,
addCourtroom,1015,105,,,,,,,,,,
addCourtroom,1016,106,,,,,,,,,,
addCourtroom,1017,107,,,,,,,,,,
addCourtroom,1018,108,,,,,,,,,,
addCourtroom,1019,109,,,,,,,,,,
,,,,,,,,,,,,
addMeeting,21/12/2023,10:45:00,1011,f0,,,,,,,,
addMeeting,18/12/2023,19:45:00,1014,f1,,,,,,,,
addMeeting,21/12/2023,10:45:00,1011,f2,,,,,,,,
addMeeting,17/06/2023,8:00:00,1004,f3,,,,,,,,
addMeeting,1/1/2024,15:15:00,1011,f4,,,,,,,,
addMeeting,15/10/2024,20:00:00,1003,c5,,,,,,,,
addMeeting,21/12/2023,18:30:00,1011,f0,,,,,,,,
addMeeting,17/04/2024,19:00:00,1011,f1,,,,,,,,
addMeeting,11/6/2024,14:45:00,1011,f2,,,,,,,,
addMeeting,27/03/2021,9:00:00,1014,c6,,,,,,,,
addMeeting,20/05/2024,18:00:00,1018,c7,,,,,,,,
addMeeting,21/12/2022,8:00:00,1015,c8,,,,,,,,
addMeeting,21/05/2023,15:15:00,1018,c9,,,,,,,,
addMeeting,6/12/2023,20:00:00,1011,m10,,,,,,,,
addMeeting,21/12/2023,18:30:00,1011,f0,,,,,,,,
addMeeting,28/08/2023,19:00:00,1007,m12,,,,,,,,
addMeeting,28/07/2023,14:45:00,1008,m13,,,,,,,,
addMeeting,21/09/2023,9:00:00,1014,m11,,,,,,,,
addMeeting,9/9/2021,11:40:00,1013,m14,,,,,,,,
addMeeting,19/02/2024,10:00:00,1011,f2,,,,,,,,
addMeeting,21/12/2022,12:05:00,1018,m14,,,,,,,,
addMeeting,20/05/2024,18:00:00,1018,m12,,,,,,,,
addMeeting,21/09/2022,8:00:00,1006,f3,,,,,,,,
addMeeting,21/12/2021,15:15:00,1002,f4,,,,,,,,
addMeeting,21/12/2022,20:00:00,1009,c6,,,,,,,,
addMeeting,21/12/2024,18:30:00,1019,c7,,,,,,,,
addMeeting,21/01/2023,19:00:00,1001,c8,,,,,,,,
addMeeting,21/12/2023,14:45:00,1009,m10,,,,,,,,
addMeeting,19/09/2023,9:00:00,1011,c9,,,,,,,,
addMeeting,21/12/2023,11:40:00,1011,m14,,,,,,,,
addMeeting,7/6/2023,10:00:00,1015,m11,,,,,,,,
addMeeting,21/12/2023,12:05:00,1018,m10,,,,,,,,
,,,,,,,,,,,,
addVerdict ,Sign support raise through full author per garden.,24/07/2024,29,f1,,,,,,,,
addVerdict,Finish heart role nothing program ask radio race.,30/01/2024,44,m12,,,,,,,,
addVerdict,Hold think central race me forward rich.,28/05/2023,27,c5,,,,,,,,
addVerdict,Blood result must benefit finish walk indeed return imagine.,27/11/2020,38,f2,,,,,,,,
addVerdict,Small commercial consumer relationship painting build around short company.,12/12/2021,47,m12,,,,,,,,
addVerdict,Firm paper attention campaign car Mr be community grow.,28/03/2024,44,m13,,,,,,,,
